departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO ZONA FRANCA,TEXACO,CALLE 29 No. 27-05 MANGA,GASOLINA EXTRA OXIGENADA,11390,1,05/07/2018 12:00:00 AM
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO COOCHOFERES LA 28,TERPEL,AVENIDA 30 DE AGOSTO No. 27-58,GASOLINA CORRIENTE OXIGENADA,8862,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05266,ENVIGADO,ESTACION DE SERVICIOS PREMIUM LA SEBASTIANA,TEXACO,CARRERA 27 No. 36 SUR-199,GASOLINA EXTRA OXIGENADA,11540,1,05/02/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,COMBUSTIBLES Y TRANSPORTES,CASAMOTOR,CARRERA 5 No. CALLE 103 -250 LOTE 2 AVENIDA EL SALADO,BIODIESEL EXTRA,8170,1,05/02/2018 12:00:00 AM
52,NARIÑO,52405,LEIVA,ESTACION DE SERVICIO EL PALMAR DEL NORTE,TERPEL,CORREGIMIENTO EL PALMAR,BIODIESEL EXTRA,7300,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25885,YACOPI,ESTACION DE SERVICIO BUENOS AIRES,PETROMIL,c.14N 14-05,BIOACEM AL 9%,8800,1,05/01/2018 12:00:00 AM
08,ATLANTICO,08137,CAMPO DE LA CRUZ,ESTACION DE SERVICIO SAN JUDAS TADEO,PUMA,ORILLA CARRETERA ORIENTAL,BIODIESEL EXTRA,8080,1,05/01/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,COMBUSTIBLES LA NAVE,TEXACO,CALLE 1 No. 42-20,BIODIESEL EXTRA,8680,1,05/04/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIOS TERPEL LA UNION,TERPEL,Calle 36 No. 42-03,BIODIESEL EXTRA,8370,1,05/02/2018 12:00:00 AM
15,BOYACA,15776,SUTAMARCHAN,ESTACION DE SERVICO LAS DELICIAS,TERPEL,LA Y  SALIDA CHIQUINQUIRA,GASOLINA CORRIENTE OXIGENADA,9320,1,05/04/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,ESTACION PLAYAS DEL MIRA KM 86,TERPEL,KM. 86 Vía Tumaco - Pasto,GASOLINA CORRIENTE OXIGENADA,7351,1,05/03/2018 12:00:00 AM
68,SANTANDER,68861,VELEZ,ESTACION DE SERVICIO EL SURTIDOR VELEZ,TERPEL,CALLE 5 No. 5-27,BIODIESEL EXTRA,8614,1,05/02/2018 12:00:00 AM
68,SANTANDER,68081,BARRANCABERMEJA,ESTACION DE SERVICIO BARRANCABERMEJA,TERPEL,CALLE 51 No. 1-01,BIODIESEL EXTRA,7990,1,05/01/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO ROMERO Y BURGOS Y CIA S EN C ESTACION DE SERVICIO AUTOMOTRIZ,TEXACO,CALLE PAYAN,BIODIESEL EXTRA,7500,1,05/04/2018 12:00:00 AM
88,"ARCHIPIELAGO DE SAN ANDRES, SANTA CATALINA Y PROVI",88001,SAN ANDRES ISLAS,ESTACION DE SERVICIO SS NENES MARINA,TEXACO,AVENIDA FRANCISCO NEWBALL,BIODIESEL EXTRA,9200,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,EDS LAS CAROLINAS,DISCOWACOOP,KILOMETRO 1 VÍA SAN JUAN - ZAMBRANO,GASOLINA CORRIENTE OXIGENADA,6000,1,05/01/2018 12:00:00 AM
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO EL LANCHERO,BIOMAX,BARRIO EL FERRI,BIODIESEL EXTRA,7075,1,05/03/2018 12:00:00 AM
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO AUTOMOTRIZ AUTOCENTRO TERPEL AVENIDA,TERPEL,Carrera 9 No.3N-20,GASOLINA CORRIENTE OXIGENADA,9399,1,05/04/2018 12:00:00 AM
50,META,50006,ACACIAS,ESTACION DE SERVICIO MOBIL CANAGUARO,MOBIL,CARRERA 23 No. 18-03,GASOLINA CORRIENTE OXIGENADA,9289,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05790,TARAZA,ESTACION DE SERVICIOS CAUCANA,TERPEL,CORREGIMIENTO LA CAUCANA,GASOLINA CORRIENTE OXIGENADA,8610,1,12/22/2017 12:00:00 AM
95,GUAVIARE,95015,CALAMAR,ESTACION DE SERVICIO PUNTA BRAVA,BIOMAX,Barrio Villa Alicia,GASOLINA CORRIENTE OXIGENADA,10451,1,05/02/2017 12:00:00 AM
76,VALLE DEL CAUCA,76248,EL CERRITO,ESTACION DE SERVICIO SANTA ELENA VALLE SAS,BIOMAX,corregimiento santa elena,BIODIESEL EXTRA,8380,1,05/04/2018 12:00:00 AM
05,ANTIOQUIA,05615,CANON DE RIO CLARO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,CALLE 38 No. 62A-31,GASOLINA EXTRA OXIGENADA,11600,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO LOS MANGOS,MOBIL,CARRERA 64C No. 72-107,BIODIESEL EXTRA,8470,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,SERVICENTRO PLAZA BOLIVAR,MOBIL,CALLE 14 ESQUINA CARRERA 4,BIODIESEL EXTRA,8189,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76020,ALCALA,ESTACION DE SERVICIO EL SAMAN DE ALCALA,BIOMAX,CALLE 5 CARRERA 15 ESQUINA,BIODIESEL EXTRA,8246,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO AUTOMOTRIZ RUBEN,AYATAWACOOP,CALLE 14 No. 20-79,GASOLINA CORRIENTE OXIGENADA,6112,1,05/01/2018 12:00:00 AM
70,SUCRE,70001,SINCELEJO,EDS CENTRO,TERPEL,Carrera 17 No. 19-35,GASOLINA EXTRA OXIGENADA,11000,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25758,SOPO,ESTACION DE SERVICIO LA NUEVA DIANA,MOBIL,CARRERA 5 NO. 6-91,GASOLINA CORRIENTE OXIGENADA,9039,1,05/02/2018 12:00:00 AM
41,HUILA,41799,TELLO,ESTACION DE SERVICIO TELLO,TERPEL,CARRERA 9 No. 4-96,GASOLINA CORRIENTE OXIGENADA,9242,1,05/08/2018 12:00:00 AM
63,QUINDIO,63470,MONTENEGRO,ESTACION DE SERVICIO COOTRAM,BIOMAX,CARRERA 10 No. 18-40,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICENTRO LA SULTANA,MOBIL,CARRERA 1 No. 55-07,BIODIESEL EXTRA,8540,1,05/11/2018 12:00:00 AM
52,NARIÑO,52227,CUMBAL,ESTACION DE SERVICIO SERVICENTRO CUMBAL,ESSO,CALLE 22 CON 4,GASOLINA CORRIENTE OXIGENADA,6886,1,04/05/2018 12:00:00 AM
05,ANTIOQUIA,05895,ZARAGOZA,ESTACION DE SERVICIO GASOLINERA EL PATO,TEXACO,CORREGIMIENTO EL PATO,GASOLINA CORRIENTE OXIGENADA,9480,1,05/09/2018 12:00:00 AM
23,CORDOBA,23807,TIERRALTA,ESTACION DE SERVICIO TIERRALTA,PETROMIL,CARRERA 3 N. 9A - 13,GASOLINA EXTRA OXIGENADA,11640,1,05/05/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TEXACO No 28,TEXACO,CARRERA 14 No. 26-05,BIOACEM AL 9%,8390,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25839,UBALA,ESTACION DE SERVICIO JRM,OCTANO,CARRERA 6 No. 10A-27,GASOLINA CORRIENTE OXIGENADA,9312,1,05/04/2018 12:00:00 AM
25,CUNDINAMARCA,25885,YACOPI,ESTACION DE SERVICIOS LA PRINCIPAL,BIOMAX,KILOMETRO 1 TRANSVERSAL 2 No. 1-51,BIOACEM AL 9%,9000,1,05/07/2018 12:00:00 AM
52,NARIÑO,52399,LA UNION,AUTOCENTRO EL MIRADOR NO 2,TERPEL,La Unión corregimiento La Caldera,BIODIESEL EXTRA,6900,1,05/03/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EL JARDIN,TEXACO,AVENIDA CARRERA 72 No. 131-98,BIODIESEL EXTRA,8530,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIO DE SERVICIO PALOQUEMADO,TEXACO,AK 30 No. 18A-56,GASOLINA EXTRA OXIGENADA,11990,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIOS SANTANDER 19,ESSO,CALLE 20 SUR No. 29C-83,GASOLINA CORRIENTE OXIGENADA,8890,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05209,CONCORDIA,ESTACION LA GAVIOTA,ZEUSS,CARRERA 19 NO.15-59,GASOLINA CORRIENTE OXIGENADA,9768,1,05/04/2018 12:00:00 AM
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO LA ALGODONERA Nº 2,SAVE,CARRERA 2 No.  11-42 CASACARA,GASOLINA CORRIENTE OXIGENADA,7090,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25258,EL PEÑON,ESTACION DE SERVICIO EL TOTUMO,BIOMAX,SITIO GUANACAS KILOMETRO 23 VIA LA PALMA,GASOLINA CORRIENTE OXIGENADA,9350,1,05/04/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,TERPEL JAIME ROOKE,TERPEL,CALLE 20 No. 15 SUR - 341,GASOLINA CORRIENTE OXIGENADA,8866,1,05/02/2018 12:00:00 AM
73,TOLIMA,73319,EL GUAMO,ESTACION DE SERVICIO AUTOMOTRIZ COOMOTOR FLORENCIA,TERPEL,VEREDA EL CHORRO KM 5 VIA GUAMO,BIODIESEL EXTRA,8030,1,05/02/2018 12:00:00 AM
19,CAUCA,19548,PIENDAMO,ESTACION DE SERVICIO CMG EL HOGAR,PETROMIL,Carrera de Tunia Vereda el Hogar,GASOLINA EXTRA OXIGENADA,11870,1,05/02/2018 12:00:00 AM
52,NARIÑO,52678,SAMANIEGO,ESTACION DE SERVICIO SERVICENTRO SCHUMACHER,MOBIL,CALLE 7 No. 8-37 AVENIDA SCHUMAGER DE SAMANIEGO,BIODIESEL EXTRA,7010,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05353,HISPANIA,SERVICENTRO EL CAMINO DEL CAFE,TERPEL,Salida Hispania,GASOLINA EXTRA OXIGENADA,11700,1,05/02/2018 12:00:00 AM
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE SERVICIO JUAN DAVID,BIOMAX,BELLA UNION DE ROBERTO PAYAN,GASOLINA CORRIENTE OXIGENADA,7335,1,05/03/2018 12:00:00 AM
66,RISARALDA,66170,DOSQUEBRADAS,ESTACION DE SERVICIO SAN NICOLAS DQ,TEXACO,AVENIDA SIMON BOLIVAR CALLE 29 ESQUINA,GASOLINA CORRIENTE OXIGENADA,9120,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LOS ANGELES,PETROBRAS,AK 72 NO. 39 H-12 SUR,GASOLINA CORRIENTE,8567,1,05/03/2018 12:00:00 AM
27,CHOCO,27600,RIO QUITO (PAIMADO),ESTACION DE SERVICIO PAIMADO,PETROMIL,PAIMADO CABECERA MUNICIPAL BARRIO LA CANDELARIA,BIODIESEL EXTRA,8500,1,05/02/2018 12:00:00 AM
50,META,50590,PUERTO RICO,COMBUSTIBLES EL CAIRO,BIOMAX,Carrera 1 No. 8-02 Morichal,BIOACEM AL 9%,9750,1,05/04/2018 12:00:00 AM
81,ARAUCA,81736,SARAVENA,BOMBA ROJA,TERPEL,CARRERA 13 No. 12 - 30 las palmeras,GASOLINA CORRIENTE OXIGENADA,6900,1,10/05/2017 12:00:00 AM
18,CAQUETA,18592,PUERTO RICO,EDS COSTA RICA BAJA,CASAMOTOR,BODEGA COSTA RICA BAJA,GASOLINA CORRIENTE OXIGENADA,9300,1,09/12/2017 12:00:00 AM
25,CUNDINAMARCA,25307,GIRARDOT,ESTACION DE SERVICIO K-7,MOBIL,CARRERA 7A No. 16-31,BIODIESEL EXTRA,8295,1,02/14/2018 12:00:00 AM
25,CUNDINAMARCA,25871,VILLAGOMEZ,SANTA MARIA DE VILLAGOMEZ,BIOMAX,CARRERA 4 No. 3-06,BIODIESEL EXTRA,8700,1,05/07/2018 12:00:00 AM
50,META,50590,PUERTO RICO,ESTACION DE SERVICIO CAÑO LIMON,BIOMAX,CRA 10 N. 15-63,BIODIESEL EXTRA,9750,1,05/10/2018 12:00:00 AM
08,ATLANTICO,08758,SOLEDAD,EDS MANUELA BELTRAN,PUMA,VIA MANUELA BELTRAN CARRERA 15A-13,GASOLINA EXTRA OXIGENADA,11160,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO TERPEL NORTE,TERPEL,CARRERA 64C No. 103 GG- 75,GASOLINA CORRIENTE OXIGENADA,8620,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44001,RIOHACHA,ESTACION DE SERVICIO MONSI,AYATAWACOOP,CALLE 15 No. 27-49,GASOLINA CORRIENTE OXIGENADA,5800,1,05/01/2018 12:00:00 AM
23,CORDOBA,23466,MONTELIBANO,ESTACION DE SERVICIO DISTRACOM MONTANA,ESSO,CARRERA 13 No.11-13,GASOLINA CORRIENTE OXIGENADA,9246,1,05/04/2018 12:00:00 AM
85,CASANARE,85325,SAN LUIS DE PALENQUE,ESTACION DE SERVICIO CAMINO REAL,TERPEL,KILOMETRO 1 VIA SLP - TRINIDAD,BIOACEM AL 9%,8840,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICENTRO MAZ - AUTOS,MOBIL,CALLE 5 No. 66B-66,BIODIESEL EXTRA,7390,1,10/10/2016 12:00:00 AM
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO NENA,AYATAWACOOP,CALLE 16 No.20-72 BARRIO PASTRANA,ACEM - DIESEL ECOLOGICO,5700,1,05/01/2018 12:00:00 AM
17,CALDAS,17513,PACORA,ESTACION DE SERVICIO SAN JOSE EN PACORA,TERPEL,CARRERA 3 SALIDA A SALAMINA,BIODIESEL EXTRA,8649,1,04/04/2018 12:00:00 AM
50,META,50001,VILLAVICENCIO,ESTACION DE SERVICIO TOTAL GC,BIOMAX,KILOMETRO 2 VIA RESTREPO,BIODIESEL EXTRA,8585,1,05/11/2018 12:00:00 AM
19,CAUCA,19548,PIENDAMO,ESTACION DE SERVICIO AUTOMOTRIZ COMERCIALIZADORA DE COMBUSTIBLE TRANSTUNIA Y MELO LTDA,TEXACO,CARRERA 4 No. 3-173 BARRIO INMACULADA,BIODIESEL EXTRA,8685,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05234,DABEIBA,ESTACION DE SERVICIO LAS GUADUAS,TERPEL,Carrera 10 No. 13-526,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM
63,QUINDIO,63001,ARMENIA,ESTACION DE SERVICIO TEXACO CENTER ARMENIA,TEXACO,CARRERA 19 No. 10-00,BIODIESEL EXTRA,8540,1,05/07/2018 12:00:00 AM
25,CUNDINAMARCA,25175,CHIA,ESTACION DE SERVICIO  LA CARO,PUMA,AUTOPISTA NORTE KILOMETRO 23,GASOLINA EXTRA OXIGENADA,11550,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05129,CALDAS,ESTACION DE SERVICIOS LA MIEL,MOBIL,Carrera 45 No 125 sur - 201,GASOLINA EXTRA OXIGENADA,11499,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44078,BARRANCAS,ESTACIÓN DE SERVICIOS PAPAYAL,AYATAWACOOP,CALLE 6 Y 7 CARRERA 10-11 SECTOR CURVA CORR PAPAYAL,GASOLINA CORRIENTE,6850,1,05/01/2018 12:00:00 AM
88,"ARCHIPIELAGO DE SAN ANDRES, SANTA CATALINA Y PROVI",88001,SAN ANDRES ISLAS,ESTACION DE SERVICIO DUFFIS IMPORT Y SERVICE CENTER,TEXACO,CARRETERA CIRCUNVALAR KILOMETRO 6.5,BIODIESEL EXTRA,9388,1,05/02/2018 12:00:00 AM
27,CHOCO,27787,TADO,ESTACION DE SERVICIO EL TAPON,PETROMIL,CORREGIMIENTO EL TAPON,BIODIESEL EXTRA,8650,1,04/09/2018 12:00:00 AM
05,ANTIOQUIA,05318,GUARNE,ESTACION DE SERVICIOS SANTA LUCIA,TERPEL,Carrera 53 No. 38-484,BIODIESEL EXTRA,8398,1,05/02/2018 12:00:00 AM
68,SANTANDER,68276,FLORIDABLANCA,ESTACION DE SERVICIO LA PEDREGOSA,MOBIL,Carrera 33 No. 98-03,GASOLINA EXTRA OXIGENADA,11200,1,05/03/2018 12:00:00 AM
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO VENCEDORES,BIOMAX,CALLE 11 No. 14-74,GASOLINA EXTRA OXIGENADA,11660,1,05/03/2018 12:00:00 AM
18,CAQUETA,18001,FLORENCIA,EDS COFEMA,TERPEL,KILOMETRO 4 VIA MORELIA,BIODIESEL EXTRA,8639,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05360,ITAGUI,ESTACION TEXACO #3,TEXACO,CARRERA 42 No. 73A-29,BIODIESEL EXTRA,8080,1,05/04/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO LA HORMIGA,MOBIL,Carrera 15 No. 11-07,GASOLINA EXTRA OXIGENADA,11000,1,05/11/2018 12:00:00 AM
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO ESSO LOS ALAMOS NO 9,MOBIL,Carrera 52 No. 65 - 07,BIODIESEL EXTRA,9210,1,05/02/2018 12:00:00 AM
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL ENGATIVA,TERPEL,CALLE 62 No. 97 - 10,BIOACEM AL 9%,8220,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO AUTOMOTRIZ EL TESORO,TEXACO,AUTOPISTA NORTE KILOMETRO 44 COSTADO ORIENTAL,BIOACEM AL 9%,8299,1,05/02/2018 12:00:00 AM
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO GASOLINERA LOS COIME,BIOMAX,INGUAPI DEL CARMEN,GASOLINA CORRIENTE OXIGENADA,7053,1,05/02/2018 12:00:00 AM
23,CORDOBA,23162,CERETE,SERVICIOS E INVERSIONES CERETE,ZEUSS,KM 3 VIA A SAN PELAYO,BIODIESEL EXTRA,8414,1,05/02/2018 12:00:00 AM
41,HUILA,41872,VILLAVIEJA,ESTACION DE SERVICIO VILLA DEL SOL,BIOMAX,CARRERA SAN ALFONSO,BIODIESEL EXTRA,8400,1,05/02/2018 12:00:00 AM
68,SANTANDER,68377,LA BELLEZA,ESTACION DE SERVICIO EL ANGEL,OCTANO,VEREDA LA QUITAZ,BIODIESEL EXTRA,8000,1,06/03/2016 12:00:00 AM
15,BOYACA,15599,RAMIRIQUI,ESTACION DE SERVICIO CENTRALES DE MARQUEZ,BIOMAX,CARRERA 6 No. 13 A-38,BIOACEM AL 9%,8615,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25781,SUTATAUSA,ESTACION DE SERVICIO VILLA YENNY,MOBIL,VEREDA OJO DE AGUA KM 9 VIA UBATE-BOGOTÁ,BIODIESEL EXTRA,8331,1,05/02/2018 12:00:00 AM
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO AUTOCENTRO RIO BLANCO,TERPEL,KM 3 SALIDA NORTE VDA RIOBLANCO,GASOLINA CORRIENTE OXIGENADA,9398,1,05/02/2018 12:00:00 AM
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO FLOTA ROJA LIMITADA,ECOS,CRA 43 Nº 5 - 100,BIODIESEL EXTRA,7309,1,05/02/2018 12:00:00 AM
50,META,50006,ACACIAS,ESTACION DE SERVICIO ESSO ARAGUATOS,MOBIL,CARRERA 18 No. 15-23,GASOLINA CORRIENTE OXIGENADA,9369,1,05/02/2018 12:00:00 AM
41,HUILA,41001,NEIVA,ESTACION DE SERVICIO EL PEÑON DEL MAGDALENA,BIOMAX,CALLE 4 SUR No. 3A-40-60-80,GASOLINA CORRIENTE OXIGENADA,9067,1,05/03/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,DISTRIBUIDORA CONTRERAS,TERPEL,CARRERA 2 SUR No. 21-41,BIODIESEL EXTRA,8325,1,05/02/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO EL LIMON,COOMULPINORT,VEREDA AGUAS CLARAS CORREGIMIENTO DE AGUAS CLARAS KILOMETRO 5 VIA A LLANO GRANDE,BIODIESEL EXTRA,6150,1,05/03/2018 12:00:00 AM
05,ANTIOQUIA,05045,APARTADO,ESTACION DE SERVICIO TERPEL GALERIA,TERPEL,CALLE 92 No. 102-30,GASOLINA EXTRA OXIGENADA,11950,1,05/04/2018 12:00:00 AM
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL SOGAMOSO,TERPEL,AV. EL SOL No 7A-18,BIODIESEL EXTRA,8641,1,05/04/2018 12:00:00 AM
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO EL JARDIN,TERPEL,CARRERA 5 AVENIDA EL JORDAN No. 88-156,BIODIESEL EXTRA,8170,1,05/11/2018 12:00:00 AM
44,LA GUAJIRA,44874,VILLANUEVA,ESTACION DE SERVICIO AUTOMOTRIZ LAURA,AYATAWACOOP,CALLE 14 No. 20 - 149 BARRIO 11 DE JULIO,BIODIESEL EXTRA,5836,1,05/09/2018 12:00:00 AM
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),COMBUSTIBLES Y LUBRICANTES DEL MAR,BIOMAX,VEREDA GUARDA RAYA RIO SATINGA,GASOLINA CORRIENTE OXIGENADA,7554,1,05/02/2018 12:00:00 AM
85,CASANARE,85001,YOPAL,ESTACION DE SERVICIO EL CANEY,TERPEL,CALLE 22 No. 20-45,GASOLINA CORRIENTE OXIGENADA,9150,1,05/02/2018 12:00:00 AM
19,CAUCA,19548,PIENDAMO,ESTACION DE SERVICIO PUBENZA,TERPEL,Vereda el Hogar,BIODIESEL EXTRA,8353,1,05/02/2018 12:00:00 AM
05,ANTIOQUIA,05656,SAN JERONIMO,ESTACION PREMIUM LA PLAYA SAN JERONIMO,TEXACO,BARRIO FERTIL LA PLAYA,GASOLINA CORRIENTE OXIGENADA,9280,1,05/02/2018 12:00:00 AM
50,META,50680,SAN CARLOS DE GUAROA,ESTACION DE SERVICIO SAN CARLOS DE GUAROA,TERPEL,ENTRADA PRINCIPAL A SAN CARLOS DE GUAROA,BIOACEM AL 9%,8940,1,05/03/2018 12:00:00 AM
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO SAN IGNACIO,TERPEL,KILOMETRO 7 VIA CONVENCION,GASOLINA CORRIENTE OXIGENADA,7250,1,05/03/2018 12:00:00 AM
25,CUNDINAMARCA,25473,MOSQUERA,E S MALTA,MOBIL,VILLAS DE MALTA KILOMETRO 1 VIA MOSQUERA-LA MESA,GASOLINA CORRIENTE OXIGENADA,8949,1,05/02/2018 12:00:00 AM
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIO GREEN EDS PLAZA AUTOPISTA,MOBIL,CALLE 15 No. 35-147,GASOLINA CORRIENTE OXIGENADA,8790,1,05/02/2018 12:00:00 AM
19,CAUCA,19050,ARGELIA,SERVICENTRO EL RECREO,TERPEL,CALLE 1 No. 6 - 04 BARRIO EL RECREO,GASOLINA CORRIENTE OXIGENADA,9500,1,05/04/2018 12:00:00 AM
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO TERPEL TRANSTAMBO,TERPEL,CALLE 5 No. CARRERA 50 AVENIDA PANAMERICANA,BIODIESEL EXTRA,8890,1,05/04/2018 12:00:00 AM
18,CAQUETA,18001,FLORENCIA,ESTACION DE SERVICIO PUERTO ARANGO GP,TERPEL,PUERTO ARANGO MUELLE PRINCIPAL,BIODIESEL EXTRA,8570,1,05/03/2018 12:00:00 AM
76,VALLE DEL CAUCA,76377,LA CUMBRE,ESTACION DE SERVICIO BIOCUMBRE,BIOMAX,CARRERA 8 SN No. 4-11,GASOLINA CORRIENTE OXIGENADA,8932,1,05/01/2018 12:00:00 AM
13,BOLIVAR,13001,CARTAGENA DE INDIAS,DISTRIBUCIONES  VICTOR PIÑEROS MARTINEZ LTDA,PETROMIL,ALBORNOZ VIA MAMONAL KILOMETRO 2 CARRERA 56 No. 1-151,GASOLINA CORRIENTE OXIGENADA,8900,1,05/02/2018 12:00:00 AM
44,LA GUAJIRA,44110,EL MOLINO,ESTACION DE SERVICIO AUTOMOTRIZ LOS JOSE,AYATAWACOOP,Carretera Nacional El Molino,GASOLINA CORRIENTE OXIGENADA,6571,1,05/01/2018 12:00:00 AM
20,CESAR,20178,CHIRIGUANA,ESTACION DE SERVICIO EL CRUCE,TERPEL,CRUCE DE LA SIERRA,BIODIESEL EXTRA,6351,1,05/01/2018 12:00:00 AM
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO SERVICENTRO GUADALUPE,MOBIL,DIAGONAL 1 No. 4 - 175,BIODIESEL EXTRA,6601,1,05/03/2018 12:00:00 AM
68,SANTANDER,68679,SAN GIL,ESTACION DE SERVICIO HOC SRA E HIJOS,TERPEL,Avenida Santander No 20-60,BIODIESEL EXTRA,8130,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25817,TOCANCIPA,ESTACION DE SERVICIO CANAVITA,PETROBRAS,PARQUE INDUSTRIAL DEL NORTE VEREDA CANAVITA,GASOLINA CORRIENTE OXIGENADA,8890,1,05/09/2018 12:00:00 AM
25,CUNDINAMARCA,25851,UTICA,ESTACION DE SERVICIO UTICA,BIOMAX,Carrera 1 No.4-12,GASOLINA CORRIENTE OXIGENADA,9803,1,04/12/2018 12:00:00 AM
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO LAURELES DE DUITAMA,TERPEL,CALLE 9 No. 26-98 AVENIDA LAS AMERICAS,BIODIESEL EXTRA,8385,1,05/11/2018 12:00:00 AM
20,CESAR,20178,CHIRIGUANA,ESTACION DE SERVICIO AMEDRUM,PETROMIL,KILOMETRO 8 CARRETERA VIA AL MAR CRUCE CHIRIGUANA,GASOLINA CORRIENTE OXIGENADA,7180,1,05/02/2018 12:00:00 AM
25,CUNDINAMARCA,25200,COGUA,ESTACION DE SERVICIO TERPEL COGUA,TERPEL,VEREDA LA MARIA MUNICIPIO DE COGUA,GASOLINA CORRIENTE OXIGENADA,8875,1,05/01/2018 12:00:00 AM
68,SANTANDER,68001,BUCARAMANGA,DISTRIBUIDORA DE COMBUSTIBLES LA 21,TERPEL,CALLE 21 15-59,BIODIESEL EXTRA,7860,1,05/05/2018 12:00:00 AM
